Time (s),Channel 1 (V)
-0.1997378048780488,0.7926827397987718
-0.1992378048780489,0.7926827397987718
-0.1987378048780488,0.7926827397987718
-0.1982378048780489,0.7926827397987718
-0.1977378048780488,0.7926827397987718
-0.1972378048780489,0.7926827397987718
-0.1967378048780488,0.7926827397987718
-0.1962378048780489,0.7889804421735535
-0.1957378048780488,0.7926827397987718
-0.1952378048780489,0.7926827397987718
-0.1947378048780488,0.7926827397987718
-0.1942378048780489,0.7926827397987718
-0.1937378048780488,0.7926827397987718
-0.1932378048780489,0.7926827397987718
-0.1927378048780488,0.7926827397987718
-0.1922378048780489,0.7889804421735535
-0.1917378048780488,0.7926827397987718
-0.1912378048780489,0.7889804421735535
-0.1907378048780488,0.7926827397987718
-0.1902378048780489,0.7926827397987718
-0.1897378048780488,0.7926827397987718
-0.1892378048780489,0.7926827397987718
-0.1887378048780488,0.7926827397987718
-0.1882378048780489,0.7926827397987718
-0.1877378048780488,0.7926827397987718
-0.1872378048780489,0.7926827397987718
-0.1867378048780488,0.7926827397987718
-0.1862378048780489,0.7926827397987718
-0.1857378048780488,0.7926827397987718
-0.1852378048780489,0.7926827397987718
-0.1847378048780488,0.7926827397987718
-0.1842378048780489,0.7926827397987718
-0.1837378048780488,0.7926827397987718
-0.1832378048780489,0.7926827397987718
-0.1827378048780488,0.7889804421735535
-0.1822378048780489,0.7889804421735535
-0.1817378048780488,0.7926827397987718
-0.1812378048780489,0.7926827397987718
-0.1807378048780488,0.7926827397987718
-0.1802378048780489,0.7926827397987718
-0.1797378048780488,0.7889804421735535
-0.1792378048780489,0.7926827397987718
-0.1787378048780488,0.7926827397987718
-0.1782378048780489,0.7926827397987718
-0.1777378048780488,0.7926827397987718
-0.1772378048780489,0.7926827397987718
-0.1767378048780488,0.7926827397987718
-0.1762378048780489,0.7889804421735535
-0.1757378048780488,0.7889804421735535
-0.1752378048780489,0.7926827397987718
-0.1747378048780488,0.7926827397987718
-0.1742378048780489,0.7889804421735535
-0.1737378048780488,0.7926827397987718
-0.1732378048780489,0.7889804421735535
-0.1727378048780488,0.7926827397987718
-0.1722378048780489,0.7889804421735535
-0.1717378048780488,0.7889804421735535
-0.1712378048780488,0.7889804421735535
-0.1707378048780488,0.7889804421735535
-0.1702378048780488,0.7926827397987718
-0.1697378048780488,0.7926827397987718
-0.1692378048780488,0.7889804421735535
-0.1687378048780488,0.7926827397987718
-0.1682378048780488,0.7889804421735535
-0.1677378048780488,0.7926827397987718
-0.1672378048780488,0.7889804421735535
-0.1667378048780488,0.7926827397987718
-0.1662378048780488,0.7889804421735535
-0.1657378048780488,0.7926827397987718
-0.1652378048780488,0.7926827397987718
-0.1647378048780488,0.7926827397987718
-0.1642378048780488,0.7926827397987718
-0.1637378048780488,0.7926827397987718
-0.1632378048780488,0.7926827397987718
-0.1627378048780488,0.7926827397987718
-0.1622378048780488,0.7926827397987718
-0.1617378048780488,0.7889804421735535
-0.1612378048780488,0.7926827397987718
-0.1607378048780488,0.7889804421735535
-0.1602378048780488,0.7926827397987718
-0.1597378048780488,0.7926827397987718
-0.1592378048780488,0.7926827397987718
