Time (s),Channel 1 (V)
-0.1997084337349397,0.7889804421735535
-0.1992084337349398,0.7889804421735535
-0.1987084337349397,0.7889804421735535
-0.1982084337349398,0.7889804421735535
-0.1977084337349397,0.7889804421735535
-0.1972084337349398,0.7889804421735535
-0.1967084337349397,0.7889804421735535
-0.1962084337349398,0.7889804421735535
-0.1957084337349397,0.7889804421735535
-0.1952084337349398,0.7889804421735535
-0.1947084337349397,0.7889804421735535
-0.1942084337349398,0.7889804421735535
-0.1937084337349397,0.7889804421735535
-0.1932084337349398,0.7889804421735535
-0.1927084337349397,0.7889804421735535
-0.1922084337349398,0.7889804421735535
-0.1917084337349397,0.7889804421735535
-0.1912084337349398,0.7889804421735535
-0.1907084337349397,0.7889804421735535
-0.1902084337349398,0.7889804421735535
-0.1897084337349397,0.7889804421735535
-0.1892084337349398,0.7889804421735535
-0.1887084337349397,0.7889804421735535
-0.1882084337349398,0.7889804421735535
-0.1877084337349397,0.7889804421735535
-0.1872084337349398,0.7889804421735535
-0.1867084337349397,0.7889804421735535
-0.1862084337349398,0.7889804421735535
-0.1857084337349397,0.7889804421735535
-0.1852084337349398,0.7889804421735535
-0.1847084337349397,0.7889804421735535
-0.1842084337349398,0.7889804421735535
-0.1837084337349397,0.7889804421735535
-0.1832084337349398,0.7889804421735535
-0.1827084337349397,0.7889804421735535
-0.1822084337349398,0.7889804421735535
-0.1817084337349397,0.7889804421735535
-0.1812084337349398,0.7889804421735535
-0.1807084337349397,0.7889804421735535
-0.1802084337349398,0.7889804421735535
-0.1797084337349397,0.7889804421735535
-0.1792084337349398,0.7889804421735535
-0.1787084337349397,0.7889804421735535
-0.1782084337349398,0.7889804421735535
-0.1777084337349397,0.7889804421735535
-0.1772084337349398,0.7889804421735535
-0.1767084337349397,0.7889804421735535
-0.1762084337349398,0.7889804421735535
-0.1757084337349397,0.7889804421735535
-0.1752084337349398,0.7889804421735535
-0.1747084337349397,0.7889804421735535
-0.1742084337349398,0.7889804421735535
-0.1737084337349397,0.7889804421735535
-0.1732084337349398,0.7889804421735535
-0.1727084337349397,0.7889804421735535
-0.1722084337349398,0.7889804421735535
-0.1717084337349397,0.7889804421735535
-0.1712084337349398,0.7889804421735535
-0.1707084337349397,0.7889804421735535
-0.1702084337349398,0.7889804421735535
-0.1697084337349397,0.7889804421735535
-0.1692084337349398,0.7889804421735535
-0.1687084337349397,0.7889804421735535
-0.1682084337349398,0.7889804421735535
-0.1677084337349397,0.7889804421735535
-0.1672084337349398,0.7889804421735535
-0.1667084337349397,0.7889804421735535
-0.1662084337349398,0.7889804421735535
-0.1657084337349397,0.7889804421735535
-0.1652084337349398,0.7889804421735535
-0.1647084337349397,0.7889804421735535
-0.1642084337349398,0.7889804421735535
-0.1637084337349397,0.7889804421735535
-0.1632084337349398,0.7889804421735535
-0.1627084337349397,0.7889804421735535
-0.1622084337349398,0.7889804421735535
-0.1617084337349397,0.7889804421735535
-0.1612084337349398,0.7889804421735535
-0.1607084337349397,0.7889804421735535
-0.1602084337349398,0.7889804421735535
-0.1597084337349397,0.7889804421735535
-0.1592084337349398,0.7889804421735535
